filename cpuseconds wallseconds overhead
dsgdb9nsd_001840 256.06 309.77 1.20976
dsgdb9nsd_000330 76.91 90.04 1.17072
dsgdb9nsd_003535 130.44 138.56 1.06225
dsgdb9nsd_001808 296.96 356.01 1.19885
dsgdb9nsd_002996 141.71 182.93 1.29088
dsgdb9nsd_004371 394.04 499.2 1.26688
dsgdb9nsd_003893 101.7 121.98 1.19941
dsgdb9nsd_001331 141.68 166.93 1.17822
dsgdb9nsd_001801 278.9 326.47 1.17056
dsgdb9nsd_002390 170.92 206.14 1.20606
dsgdb9nsd_000031 42.76 43.62 1.02011
dsgdb9nsd_003789 208.63 238.15 1.14149
dsgdb9nsd_001279 411.76 466.26 1.13236
dsgdb9nsd_003093 243.33 305.07 1.25373
dsgdb9nsd_000340 76.16 94.03 1.23464
dsgdb9nsd_000253 101.09 130.86 1.29449
dsgdb9nsd_001494 124.48 145.77 1.17103
dsgdb9nsd_000373 158.68 170.44 1.07411
dsgdb9nsd_003707 280.19 340.84 1.21646
dsgdb9nsd_000573 93.67 103.74 1.10751
dsgdb9nsd_003054 214.21 244.67 1.1422
dsgdb9nsd_002748 109.68 134.99 1.23076
dsgdb9nsd_001843 276.5 333.05 1.20452
dsgdb9nsd_000736 77.56 79.18 1.02089
dsgdb9nsd_004624 136.15 173.27 1.27264
dsgdb9nsd_002914 241.87 290.81 1.20234
dsgdb9nsd_002573 553.86 620.18 1.11974
dsgdb9nsd_000659 117.92 152.89 1.29656
dsgdb9nsd_001641 137.34 174.91 1.27355
dsgdb9nsd_002630 103.0 114.09 1.10767
dsgdb9nsd_003043 243.11 256.58 1.05541
dsgdb9nsd_001885 149.96 175.19 1.16824
dsgdb9nsd_004792 193.93 230.74 1.18981
dsgdb9nsd_003539 166.52 190.15 1.1419
dsgdb9nsd_004835 149.65 180.9 1.20882
dsgdb9nsd_003057 228.3 277.29 1.21459
dsgdb9nsd_003236 155.34 171.57 1.10448
dsgdb9nsd_000394 195.23 223.24 1.14347
dsgdb9nsd_002121 111.78 130.83 1.17042
dsgdb9nsd_001508 134.58 162.6 1.2082
dsgdb9nsd_001891 214.43 249.5 1.16355
dsgdb9nsd_001008 102.3 117.83 1.15181
dsgdb9nsd_001131 221.68 256.26 1.15599
dsgdb9nsd_001851 171.8 203.68 1.18556
dsgdb9nsd_003252 146.31 165.73 1.13273
dsgdb9nsd_002979 150.04 172.52 1.14983
dsgdb9nsd_000709 117.22 128.35 1.09495
dsgdb9nsd_000240 307.85 375.82 1.22079
dsgdb9nsd_001931 176.15 213.75 1.21345
dsgdb9nsd_002689 152.79 183.12 1.19851
dsgdb9nsd_001657 352.62 444.16 1.2596
dsgdb9nsd_003534 169.11 188.6 1.11525
dsgdb9nsd_004320 126.97 147.26 1.1598
dsgdb9nsd_002293 204.67 250.32 1.22304
dsgdb9nsd_002133 237.45 283.32 1.19318
dsgdb9nsd_003159 184.74 209.34 1.13316
dsgdb9nsd_004660 138.61 165.5 1.194
dsgdb9nsd_002268 226.89 281.82 1.2421
dsgdb9nsd_003058 144.05 170.43 1.18313
dsgdb9nsd_000683 122.16 149.07 1.22028
dsgdb9nsd_001705 176.52 202.25 1.14576
dsgdb9nsd_001603 143.67 166.05 1.15577
dsgdb9nsd_000182 94.88 103.66 1.09254
dsgdb9nsd_003511 161.45 191.4 1.18551
dsgdb9nsd_004709 169.77 199.19 1.17329
dsgdb9nsd_003543 201.58 242.49 1.20295
dsgdb9nsd_000342 253.3 304.29 1.2013
dsgdb9nsd_003375 162.43 204.64 1.25987
dsgdb9nsd_003476 152.12 190.59 1.25289
dsgdb9nsd_001169 320.3 393.22 1.22766
dsgdb9nsd_003788 212.6 255.2 1.20038
dsgdb9nsd_000985 141.15 181.96 1.28913
dsgdb9nsd_004871 224.59 260.37 1.15931
dsgdb9nsd_001662 173.55 211.24 1.21717
dsgdb9nsd_002058 197.27 229.83 1.16505
dsgdb9nsd_002777 251.67 311.32 1.23702
dsgdb9nsd_000591 133.39 155.96 1.1692
dsgdb9nsd_004459 159.86 196.59 1.22976
dsgdb9nsd_002631 301.28 342.48 1.13675
dsgdb9nsd_003773 146.94 172.41 1.17334
dsgdb9nsd_001905 239.76 271.86 1.13388
dsgdb9nsd_000119 75.68 85.24 1.12632
dsgdb9nsd_002546 275.66 328.08 1.19016
dsgdb9nsd_001220 117.32 150.67 1.28427
dsgdb9nsd_003919 99.08 113.85 1.14907
dsgdb9nsd_003088 284.6 356.32 1.252
dsgdb9nsd_001941 115.88 137.44 1.18605
dsgdb9nsd_000652 124.23 159.97 1.28769
dsgdb9nsd_002925 158.88 189.16 1.19058
dsgdb9nsd_003374 211.97 267.45 1.26174
dsgdb9nsd_001698 142.66 161.71 1.13353
dsgdb9nsd_003580 236.3 266.89 1.12945
dsgdb9nsd_000757 101.39 127.35 1.25604
dsgdb9nsd_003541 152.08 168.41 1.10738
dsgdb9nsd_002174 333.47 406.6 1.2193
dsgdb9nsd_002178 191.27 225.07 1.17671
dsgdb9nsd_003169 162.07 174.09 1.07417
dsgdb9nsd_001336 185.28 223.28 1.20509
dsgdb9nsd_004971 161.32 206.54 1.28031
dsgdb9nsd_001061 175.87 201.23 1.1442
dsgdb9nsd_002370 318.33 352.49 1.10731
dsgdb9nsd_001026 104.74 109.44 1.04487
dsgdb9nsd_000087 92.14 106.76 1.15867
dsgdb9nsd_001347 184.23 209.69 1.1382
dsgdb9nsd_000012 24.91 25.44 1.02128
dsgdb9nsd_000574 85.96 91.16 1.06049
dsgdb9nsd_000621 130.39 141.97 1.08881
dsgdb9nsd_002304 249.06 315.54 1.26692
dsgdb9nsd_004235 117.69 152.33 1.29433
dsgdb9nsd_004340 320.63 410.3 1.27967
dsgdb9nsd_001788 305.62 360.4 1.17924
dsgdb9nsd_001404 227.95 256.41 1.12485
dsgdb9nsd_000013 29.31 29.97 1.02252
dsgdb9nsd_000741 95.71 105.5 1.10229
dsgdb9nsd_002570 217.8 253.36 1.16327
dsgdb9nsd_002882 121.85 124.14 1.01879
dsgdb9nsd_000128 272.55 296.53 1.08798
dsgdb9nsd_001191 405.35 483.94 1.19388
dsgdb9nsd_001159 123.72 127.35 1.02934
dsgdb9nsd_002217 221.14 263.28 1.19056
dsgdb9nsd_003081 309.62 368.07 1.18878
dsgdb9nsd_004437 193.92 245.27 1.2648
dsgdb9nsd_001804 391.48 453.84 1.15929
dsgdb9nsd_003600 162.94 185.59 1.13901
dsgdb9nsd_000086 101.08 125.72 1.24377
dsgdb9nsd_003841 84.26 88.01 1.04451
dsgdb9nsd_003705 106.18 116.87 1.10068
dsgdb9nsd_000567 194.6 206.87 1.06305
dsgdb9nsd_003305 122.41 125.23 1.02304
dsgdb9nsd_001969 224.77 266.62 1.18619
dsgdb9nsd_000966 176.53 229.17 1.29819
dsgdb9nsd_002530 252.17 296.88 1.1773
dsgdb9nsd_001776 192.14 247.27 1.28693
dsgdb9nsd_001501 142.3 180.12 1.26578
dsgdb9nsd_002276 142.38 183.24 1.28698
dsgdb9nsd_001405 129.06 136.65 1.05881
dsgdb9nsd_000432 255.51 310.26 1.21428
dsgdb9nsd_002545 215.27 255.1 1.18502
dsgdb9nsd_002324 316.43 408.09 1.28967
dsgdb9nsd_001810 304.44 334.16 1.09762
dsgdb9nsd_000487 103.4 115.77 1.11963
dsgdb9nsd_000578 98.65 100.97 1.02352
dsgdb9nsd_002353 268.56 310.65 1.15672
dsgdb9nsd_003881 209.21 239.36 1.14411
dsgdb9nsd_000245 221.76 246.8 1.11291
dsgdb9nsd_000102 83.47 101.35 1.21421
dsgdb9nsd_003883 146.95 162.74 1.10745
dsgdb9nsd_002704 216.11 251.92 1.1657
dsgdb9nsd_001925 196.28 247.08 1.25881
dsgdb9nsd_002742 116.61 147.76 1.26713
dsgdb9nsd_001499 123.44 149.89 1.21427
dsgdb9nsd_000126 65.19 74.38 1.14097
dsgdb9nsd_004528 463.17 593.41 1.28119
dsgdb9nsd_000069 77.62 94.51 1.2176
dsgdb9nsd_000345 75.65 85.23 1.12664
dsgdb9nsd_004561 171.79 212.84 1.23895
dsgdb9nsd_000647 94.7 121.06 1.27835
dsgdb9nsd_004012 542.17 703.82 1.29815
dsgdb9nsd_000440 81.74 105.02 1.28481
dsgdb9nsd_003444 163.45 183.11 1.12028
dsgdb9nsd_002100 230.78 260.04 1.12679
dsgdb9nsd_002847 244.75 269.86 1.10259
dsgdb9nsd_001337 216.23 254.99 1.17925
dsgdb9nsd_004521 770.45 995.64 1.29228
dsgdb9nsd_000030 33.07 33.77 1.02117
dsgdb9nsd_003728 197.45 252.47 1.27865
dsgdb9nsd_001516 605.36 749.14 1.23751
dsgdb9nsd_000228 247.19 289.46 1.171
dsgdb9nsd_003623 137.07 148.94 1.0866
dsgdb9nsd_003636 83.43 97.12 1.16409
dsgdb9nsd_004912 215.85 265.94 1.23206
dsgdb9nsd_001607 122.37 143.61 1.17357
dsgdb9nsd_004601 171.66 213.62 1.24444
dsgdb9nsd_003089 223.86 277.1 1.23783
dsgdb9nsd_002961 127.67 150.8 1.18117
dsgdb9nsd_004188 212.43 272.95 1.28489
dsgdb9nsd_003124 158.57 185.53 1.17002
dsgdb9nsd_002251 205.41 247.21 1.2035
dsgdb9nsd_000657 140.05 175.35 1.25205
dsgdb9nsd_004301 170.52 212.67 1.24719
dsgdb9nsd_000441 84.52 109.51 1.29567
dsgdb9nsd_000061 44.91 51.32 1.14273
dsgdb9nsd_000864 125.96 138.91 1.10281
dsgdb9nsd_002012 212.18 263.74 1.243
dsgdb9nsd_002650 134.49 145.44 1.08142
dsgdb9nsd_003053 249.21 300.4 1.20541
dsgdb9nsd_001899 178.33 198.88 1.11524
dsgdb9nsd_001546 252.39 304.82 1.20773
dsgdb9nsd_001870 238.57 308.96 1.29505
dsgdb9nsd_003862 202.91 249.86 1.23138
dsgdb9nsd_000243 74.28 79.18 1.06597
dsgdb9nsd_002885 188.49 194.54 1.0321
dsgdb9nsd_003754 109.22 122.54 1.12196
dsgdb9nsd_004295 120.01 133.52 1.11257
dsgdb9nsd_002732 128.67 163.0 1.26681
dsgdb9nsd_001936 127.83 143.56 1.12305
dsgdb9nsd_002822 174.63 217.86 1.24755
dsgdb9nsd_004580 239.39 282.22 1.17891
dsgdb9nsd_003516 299.02 335.62 1.1224
dsgdb9nsd_004440 265.07 328.72 1.24013
dsgdb9nsd_000462 115.12 118.57 1.02997
dsgdb9nsd_004421 180.13 214.27 1.18953
dsgdb9nsd_004204 176.2 222.17 1.2609
dsgdb9nsd_002153 257.95 313.33 1.21469
dsgdb9nsd_000719 83.59 84.95 1.01627
dsgdb9nsd_003853 786.67 889.57 1.1308
dsgdb9nsd_003078 186.46 227.45 1.21983
dsgdb9nsd_001647 136.83 165.86 1.21216
dsgdb9nsd_004254 129.94 147.02 1.13145
dsgdb9nsd_003102 343.32 444.4 1.29442
dsgdb9nsd_000580 167.38 202.95 1.21251
dsgdb9nsd_002773 190.6 245.11 1.28599
dsgdb9nsd_004795 160.78 185.15 1.15157
dsgdb9nsd_003618 150.34 167.51 1.11421
dsgdb9nsd_001609 281.36 341.37 1.21329
dsgdb9nsd_001764 174.7 195.97 1.12175
dsgdb9nsd_001583 297.2 339.57 1.14256
dsgdb9nsd_001309 272.14 334.26 1.22826
dsgdb9nsd_001812 451.64 522.33 1.15652
dsgdb9nsd_001189 409.18 506.3 1.23735
dsgdb9nsd_001953 257.8 309.17 1.19926
dsgdb9nsd_000298 216.91 244.23 1.12595
dsgdb9nsd_000700 106.55 123.29 1.15711
dsgdb9nsd_002476 258.66 295.48 1.14235
dsgdb9nsd_002135 125.88 144.12 1.1449
dsgdb9nsd_001676 301.24 381.6 1.26676
dsgdb9nsd_002503 122.08 134.9 1.10501
dsgdb9nsd_003861 227.54 280.58 1.2331
dsgdb9nsd_002652 139.88 165.83 1.18552
dsgdb9nsd_003242 221.17 251.85 1.13872
dsgdb9nsd_001718 369.94 443.58 1.19906
dsgdb9nsd_002343 306.69 362.63 1.1824
dsgdb9nsd_001531 155.28 197.58 1.27241
dsgdb9nsd_001994 175.66 218.56 1.24422
dsgdb9nsd_001811 339.75 389.68 1.14696
dsgdb9nsd_001839 118.83 131.5 1.10662
dsgdb9nsd_001472 257.63 308.52 1.19753
dsgdb9nsd_002366 307.38 351.49 1.1435
dsgdb9nsd_003560 172.93 204.65 1.18343
dsgdb9nsd_002252 162.2 200.85 1.23829
dsgdb9nsd_004030 469.22 609.87 1.29975
dsgdb9nsd_002086 155.14 172.02 1.1088
dsgdb9nsd_001099 296.28 347.23 1.17197
dsgdb9nsd_001614 164.12 195.33 1.19017
dsgdb9nsd_000613 140.89 143.01 1.01505
dsgdb9nsd_003344 215.64 264.62 1.22714
dsgdb9nsd_002611 146.36 181.64 1.24105
dsgdb9nsd_001584 308.69 356.22 1.15397
dsgdb9nsd_003204 208.06 245.0 1.17754
dsgdb9nsd_003564 152.58 190.06 1.24564
dsgdb9nsd_002685 294.07 353.58 1.20237
dsgdb9nsd_000175 72.08 83.84 1.16315
dsgdb9nsd_003799 118.24 152.17 1.28696
dsgdb9nsd_003401 167.78 192.81 1.14918
dsgdb9nsd_000612 106.47 109.28 1.02639
dsgdb9nsd_004040 147.68 179.88 1.21804
dsgdb9nsd_001800 172.89 203.89 1.1793
dsgdb9nsd_003569 193.08 215.34 1.11529
dsgdb9nsd_003598 236.95 265.12 1.11889
dsgdb9nsd_003490 146.61 177.31 1.2094
dsgdb9nsd_002470 178.55 214.72 1.20258
dsgdb9nsd_002564 135.37 152.99 1.13016
dsgdb9nsd_002534 298.54 344.15 1.15278
dsgdb9nsd_001245 156.79 183.41 1.16978
dsgdb9nsd_001022 95.49 106.47 1.11499
dsgdb9nsd_002790 262.78 308.96 1.17574
dsgdb9nsd_002877 196.78 214.64 1.09076
dsgdb9nsd_001819 110.24 122.01 1.10677
dsgdb9nsd_003456 169.48 218.76 1.29077
dsgdb9nsd_003007 183.76 202.54 1.1022
dsgdb9nsd_002817 114.0 123.2 1.0807
dsgdb9nsd_002810 121.42 141.2 1.16291
dsgdb9nsd_002868 140.08 159.11 1.13585
dsgdb9nsd_000596 182.92 212.83 1.16351
dsgdb9nsd_001714 303.21 378.79 1.24927
dsgdb9nsd_001037 121.55 130.97 1.0775
dsgdb9nsd_000341 85.72 103.14 1.20322
dsgdb9nsd_001716 180.09 229.14 1.27236
dsgdb9nsd_002074 410.73 474.3 1.15477
dsgdb9nsd_001837 160.47 177.53 1.10631
dsgdb9nsd_002840 297.5 348.33 1.17086
dsgdb9nsd_001733 174.73 217.53 1.24495
dsgdb9nsd_002819 122.61 142.75 1.16426
dsgdb9nsd_003436 155.88 186.71 1.19778
dsgdb9nsd_000511 77.16 89.25 1.15669
dsgdb9nsd_000235 90.56 94.1 1.03909
dsgdb9nsd_004605 210.62 262.05 1.24418
dsgdb9nsd_002078 184.49 214.09 1.16044
dsgdb9nsd_003719 362.95 433.04 1.19311
dsgdb9nsd_001098 340.81 440.76 1.29327
dsgdb9nsd_004611 191.4 237.18 1.23918
dsgdb9nsd_000178 106.05 113.07 1.0662
dsgdb9nsd_002861 374.89 420.59 1.1219
dsgdb9nsd_003810 121.42 149.4 1.23044
dsgdb9nsd_002334 287.16 332.5 1.15789
dsgdb9nsd_001677 280.16 340.46 1.21523
dsgdb9nsd_003232 219.09 250.39 1.14286
dsgdb9nsd_001313 1912.84 2267.51 1.18542
dsgdb9nsd_004281 472.68 592.96 1.25446
dsgdb9nsd_000721 54.96 57.32 1.04294
dsgdb9nsd_000702 196.46 217.12 1.10516
dsgdb9nsd_000717 106.42 108.4 1.01861
dsgdb9nsd_000244 224.53 283.78 1.26388
dsgdb9nsd_001009 110.71 125.04 1.12944
dsgdb9nsd_001680 355.09 435.82 1.22735
dsgdb9nsd_002051 128.41 135.0 1.05132
dsgdb9nsd_003936 94.11 110.46 1.17373
dsgdb9nsd_002455 267.37 329.86 1.23372
dsgdb9nsd_000177 92.19 99.97 1.08439
dsgdb9nsd_000357 110.32 131.55 1.19244
dsgdb9nsd_000618 218.81 228.22 1.04301
dsgdb9nsd_000587 117.27 135.97 1.15946
dsgdb9nsd_004759 490.32 625.22 1.27513
dsgdb9nsd_003223 181.62 223.41 1.2301
dsgdb9nsd_004600 185.47 228.26 1.23071
dsgdb9nsd_000278 88.93 105.13 1.18217
dsgdb9nsd_000624 184.68 215.88 1.16894
dsgdb9nsd_003270 181.84 229.47 1.26193
dsgdb9nsd_000450 147.59 157.16 1.06484
dsgdb9nsd_002156 153.5 185.25 1.20684
dsgdb9nsd_003318 309.86 363.91 1.17443
dsgdb9nsd_001827 112.67 115.46 1.02476
dsgdb9nsd_000317 115.97 137.43 1.18505
dsgdb9nsd_002581 283.37 310.62 1.09616
dsgdb9nsd_003033 142.84 168.05 1.17649
dsgdb9nsd_004715 153.43 188.56 1.22896
dsgdb9nsd_004736 127.13 151.71 1.19335
dsgdb9nsd_002080 143.31 166.23 1.15993
dsgdb9nsd_001213 119.84 152.28 1.27069
dsgdb9nsd_002805 206.11 247.91 1.2028
dsgdb9nsd_003787 255.99 295.42 1.15403
dsgdb9nsd_001569 225.78 271.68 1.2033
dsgdb9nsd_004699 145.62 172.03 1.18136
dsgdb9nsd_000315 114.49 122.57 1.07057
dsgdb9nsd_003186 276.94 311.77 1.12577
dsgdb9nsd_003105 384.43 496.65 1.29191
dsgdb9nsd_001909 196.66 227.28 1.1557
dsgdb9nsd_003192 153.05 173.18 1.13153
dsgdb9nsd_001441 282.52 340.5 1.20522
dsgdb9nsd_002060 331.1 368.45 1.11281
dsgdb9nsd_004288 152.24 174.74 1.14779
dsgdb9nsd_002775 293.06 368.06 1.25592
dsgdb9nsd_001463 239.48 287.93 1.20231
dsgdb9nsd_003615 169.78 186.54 1.09872
dsgdb9nsd_003163 349.12 384.19 1.10045
dsgdb9nsd_001408 216.37 254.16 1.17465
dsgdb9nsd_000886 94.47 115.49 1.2225
dsgdb9nsd_002257 198.02 248.31 1.25396
dsgdb9nsd_003299 171.31 187.21 1.09281
dsgdb9nsd_004329 142.48 178.65 1.25386
dsgdb9nsd_002955 118.43 135.52 1.1443
dsgdb9nsd_001018 100.33 115.84 1.15459
dsgdb9nsd_002227 159.97 188.58 1.17885
dsgdb9nsd_000853 151.12 187.68 1.24193
dsgdb9nsd_001906 226.1 267.28 1.18213
dsgdb9nsd_004419 164.02 203.69 1.24186
dsgdb9nsd_001825 293.98 316.13 1.07535
dsgdb9nsd_002240 166.63 215.25 1.29178
dsgdb9nsd_001856 137.77 167.5 1.21579
dsgdb9nsd_002154 175.48 222.91 1.27029
dsgdb9nsd_002075 277.45 316.85 1.14201
dsgdb9nsd_003766 100.92 122.5 1.21383
dsgdb9nsd_001665 424.83 529.88 1.24728
dsgdb9nsd_002259 165.01 213.39 1.29319
dsgdb9nsd_003614 156.74 166.07 1.05953
dsgdb9nsd_003343 310.46 376.54 1.21285
dsgdb9nsd_003066 164.89 179.35 1.08769
dsgdb9nsd_001289 234.06 274.18 1.17141
dsgdb9nsd_003484 144.18 162.4 1.12637
dsgdb9nsd_001981 228.26 253.2 1.10926
dsgdb9nsd_001612 162.58 189.18 1.16361
dsgdb9nsd_001464 136.79 159.01 1.16244
dsgdb9nsd_000256 115.75 149.45 1.29114
dsgdb9nsd_002923 226.39 284.63 1.25726
dsgdb9nsd_003910 111.82 120.67 1.07915
dsgdb9nsd_003176 181.27 209.44 1.1554
dsgdb9nsd_001555 184.11 236.28 1.28336
dsgdb9nsd_002544 163.08 180.76 1.10841
dsgdb9nsd_002062 193.22 226.06 1.16996
dsgdb9nsd_003576 210.6 252.74 1.20009
dsgdb9nsd_001051 115.73 131.78 1.13868
dsgdb9nsd_002677 258.96 330.68 1.27695
dsgdb9nsd_000547 127.78 163.19 1.27712
dsgdb9nsd_000681 112.11 143.14 1.27678
dsgdb9nsd_003640 100.53 127.97 1.27295
dsgdb9nsd_002237 193.54 222.88 1.1516
dsgdb9nsd_001126 697.98 822.43 1.1783
dsgdb9nsd_004324 160.73 175.41 1.09133
dsgdb9nsd_002807 134.87 159.77 1.18462
dsgdb9nsd_000100 138.6 176.87 1.27612
dsgdb9nsd_002351 170.55 208.8 1.22427
dsgdb9nsd_002347 464.46 537.99 1.15831
dsgdb9nsd_003117 143.09 176.75 1.23524
dsgdb9nsd_003214 173.18 220.33 1.27226
dsgdb9nsd_000149 121.41 130.12 1.07174
dsgdb9nsd_002597 191.28 219.63 1.14821
dsgdb9nsd_003168 152.45 173.39 1.13736
dsgdb9nsd_003793 216.7 260.42 1.20175
dsgdb9nsd_002835 164.09 198.17 1.20769
dsgdb9nsd_001481 336.97 411.77 1.22198
dsgdb9nsd_002984 260.66 321.59 1.23375
dsgdb9nsd_001982 276.94 340.3 1.22879
dsgdb9nsd_001695 326.7 415.71 1.27245
dsgdb9nsd_003634 148.61 183.56 1.23518
dsgdb9nsd_000595 166.71 201.85 1.21079
dsgdb9nsd_003104 408.54 484.93 1.18698
dsgdb9nsd_002112 257.61 316.24 1.22759
dsgdb9nsd_003195 150.37 171.06 1.13759
dsgdb9nsd_003022 263.33 287.73 1.09266
dsgdb9nsd_002119 117.16 141.2 1.20519
dsgdb9nsd_002261 273.62 349.88 1.27871
dsgdb9nsd_001483 159.71 206.82 1.29497
dsgdb9nsd_004175 280.55 356.84 1.27193
dsgdb9nsd_004903 170.28 204.46 1.20073
dsgdb9nsd_001639 446.98 542.73 1.21422
dsgdb9nsd_003388 247.45 314.14 1.26951
dsgdb9nsd_002645 161.7 189.33 1.17087
dsgdb9nsd_000236 1109.54 1339.83 1.20755
dsgdb9nsd_003308 339.2 394.59 1.1633
dsgdb9nsd_003869 144.47 157.23 1.08832
dsgdb9nsd_000132 87.15 97.74 1.12151
dsgdb9nsd_002688 166.56 192.54 1.15598
dsgdb9nsd_000466 139.71 151.33 1.08317
dsgdb9nsd_003486 142.4 175.2 1.23034
dsgdb9nsd_001076 141.89 149.97 1.05695
dsgdb9nsd_002938 188.54 222.32 1.17917
dsgdb9nsd_000419 93.53 120.32 1.28643
dsgdb9nsd_002624 116.13 125.74 1.08275
dsgdb9nsd_003932 127.92 161.7 1.26407
dsgdb9nsd_003964 148.39 188.82 1.27246
dsgdb9nsd_000006 11.58 11.86 1.02418
dsgdb9nsd_001107 131.6 169.45 1.28761
dsgdb9nsd_001743 198.28 230.12 1.16058
dsgdb9nsd_000344 81.77 91.25 1.11593
dsgdb9nsd_002071 327.63 373.75 1.14077
dsgdb9nsd_001335 189.29 209.93 1.10904
dsgdb9nsd_003658 995.54 1236.13 1.24167
dsgdb9nsd_002547 198.55 226.1 1.13876
dsgdb9nsd_003285 125.13 150.9 1.20595
dsgdb9nsd_003710 230.0 277.74 1.20757
dsgdb9nsd_003628 132.19 148.53 1.12361
dsgdb9nsd_001338 386.38 447.14 1.15725
dsgdb9nsd_002043 194.78 207.68 1.06623
dsgdb9nsd_000380 163.47 197.58 1.20866
dsgdb9nsd_002397 179.06 216.45 1.20881
dsgdb9nsd_003463 259.83 328.24 1.26329
dsgdb9nsd_001848 134.11 157.28 1.17277
dsgdb9nsd_003558 201.6 243.51 1.20789
dsgdb9nsd_001691 365.65 468.32 1.28079
dsgdb9nsd_002692 151.44 180.07 1.18905
dsgdb9nsd_002495 82.11 85.07 1.03605
dsgdb9nsd_000715 99.15 101.39 1.02259
dsgdb9nsd_003450 223.23 270.77 1.21296
dsgdb9nsd_001038 141.16 150.58 1.06673
dsgdb9nsd_001933 159.28 181.69 1.1407
dsgdb9nsd_001204 123.84 150.93 1.21875
dsgdb9nsd_000353 155.25 201.39 1.2972
dsgdb9nsd_002779 272.24 340.89 1.25217
dsgdb9nsd_003278 208.8 270.09 1.29353
dsgdb9nsd_002164 233.63 289.48 1.23905
dsgdb9nsd_002551 351.47 407.43 1.15922
dsgdb9nsd_002401 163.03 203.09 1.24572
dsgdb9nsd_001248 183.68 217.36 1.18336
dsgdb9nsd_000048 78.82 83.55 1.06001
dsgdb9nsd_001679 403.69 489.27 1.21199
dsgdb9nsd_000138 60.78 65.88 1.08391
dsgdb9nsd_000986 161.4 203.69 1.26202
dsgdb9nsd_003273 139.55 170.75 1.22358
dsgdb9nsd_001939 114.18 146.86 1.28621
dsgdb9nsd_002340 303.16 361.06 1.19099
dsgdb9nsd_002509 106.28 113.59 1.06878
dsgdb9nsd_002785 248.45 289.2 1.16402
dsgdb9nsd_003141 149.76 193.12 1.28953
dsgdb9nsd_004277 344.64 440.65 1.27858
dsgdb9nsd_001251 378.94 455.37 1.20169
dsgdb9nsd_000541 317.02 389.62 1.22901
dsgdb9nsd_001007 94.24 104.62 1.11014
dsgdb9nsd_002891 151.38 155.83 1.0294
dsgdb9nsd_002047 376.02 416.92 1.10877
dsgdb9nsd_000564 133.89 149.98 1.12017
dsgdb9nsd_003902 100.54 108.18 1.07599
dsgdb9nsd_001199 110.78 133.81 1.20789
dsgdb9nsd_000051 40.97 42.52 1.03783
dsgdb9nsd_000449 104.0 124.64 1.19846
dsgdb9nsd_002864 189.32 210.15 1.11003
dsgdb9nsd_002221 346.22 417.66 1.20634
dsgdb9nsd_003884 163.13 177.98 1.09103
dsgdb9nsd_002430 149.46 192.61 1.28871
dsgdb9nsd_002614 112.02 141.94 1.2671
dsgdb9nsd_003626 154.4 172.15 1.11496
dsgdb9nsd_003013 183.62 198.15 1.07913
dsgdb9nsd_001907 144.64 167.67 1.15922
dsgdb9nsd_001017 101.53 116.48 1.14725
dsgdb9nsd_002357 147.58 178.71 1.21094
dsgdb9nsd_003311 191.95 237.57 1.23767
dsgdb9nsd_000723 50.44 51.79 1.02676
dsgdb9nsd_004208 103.67 132.5 1.27809
dsgdb9nsd_000411 150.67 185.07 1.22831
dsgdb9nsd_002389 169.64 197.07 1.1617
dsgdb9nsd_001080 139.37 157.33 1.12887
dsgdb9nsd_003681 117.11 139.48 1.19102
dsgdb9nsd_000157 71.55 80.54 1.12565
dsgdb9nsd_000093 61.78 69.94 1.13208
dsgdb9nsd_000615 173.09 182.58 1.05483
dsgdb9nsd_003172 201.61 235.47 1.16795
dsgdb9nsd_000094 79.99 90.43 1.13052
dsgdb9nsd_004265 149.89 174.29 1.16279
dsgdb9nsd_003653 536.21 678.08 1.26458
dsgdb9nsd_001348 191.15 218.11 1.14104
dsgdb9nsd_001597 312.43 357.42 1.144
dsgdb9nsd_003342 165.38 198.37 1.19948
dsgdb9nsd_003235 189.35 206.41 1.0901
dsgdb9nsd_003400 185.83 215.09 1.15746
dsgdb9nsd_004565 181.45 219.8 1.21135
dsgdb9nsd_000959 134.63 162.79 1.20917
dsgdb9nsd_001622 366.14 465.31 1.27085
dsgdb9nsd_003065 139.78 156.2 1.11747
dsgdb9nsd_002518 322.01 374.74 1.16375
dsgdb9nsd_002825 216.67 263.55 1.21637
dsgdb9nsd_001105 364.77 440.49 1.20758
dsgdb9nsd_003445 155.41 167.69 1.07902
dsgdb9nsd_001911 246.66 294.01 1.19196
dsgdb9nsd_002971 145.26 163.34 1.12447
dsgdb9nsd_003182 179.26 197.78 1.10331
dsgdb9nsd_003326 262.44 322.74 1.22977
dsgdb9nsd_003757 329.48 393.15 1.19324
dsgdb9nsd_003240 157.05 179.98 1.146
dsgdb9nsd_004983 365.8 467.09 1.2769
dsgdb9nsd_002504 115.53 123.39 1.06803
dsgdb9nsd_003003 149.92 183.97 1.22712
dsgdb9nsd_002360 210.8 255.65 1.21276
dsgdb9nsd_003237 165.04 182.95 1.10852
dsgdb9nsd_001300 162.61 206.84 1.272
dsgdb9nsd_003398 217.17 248.13 1.14256
dsgdb9nsd_002147 171.31 209.99 1.22579
dsgdb9nsd_001063 125.32 135.3 1.07964
dsgdb9nsd_001710 145.06 159.24 1.09775
